""	"logFC"	"P.Value"	"adj.P.Val"
"MBTPS2"	0.606600065070034	0.000839346711792492	0.00714574569409963
"POLE"	0.627325537418582	0.000839620770339884	0.00714574569409963
"PLS1"	-0.59445983664408	0.000840055080729586	0.00714574569409963
"FBRSL1"	0.588582262376134	0.000841789277447023	0.00715520885829969
"MTDH"	0.578950886959024	0.000845090906263185	0.007177971394969
"HMGN2"	0.583849134395249	0.000846789232624671	0.00718709238811013
"MOB3B"	-1.4442558705296	0.000851508854569748	0.00722182417630304
"PLXNC1"	0.89316506654995	0.000852688150793421	0.00722650068297606
"GNL1"	-0.69734536133535	0.000853791986585343	0.00722832415594113
"IER3"	-0.67676908991038	0.000854650382131585	0.00722832415594113
"C21orf67"	-0.656138013747605	0.000854787485987999	0.00722832415594113
"C19orf63"	0.554251667364216	0.000857024202320281	0.00723830068827642
"INPP4A"	0.675541520029644	0.000857225114095122	0.00723830068827642
"METTL8"	0.873417492837075	0.000859817673939212	0.00724539915277822
"ZNF358"	0.773818047012664	0.000860112813534085	0.00724539915277822
"LOC100287015"	-0.90380604868148	0.000860488365450771	0.00724539915277822
"LOC100129361"	-0.601120403582879	0.0008607807426243	0.00724539915277822
"CXADR"	0.579197737923899	0.000861213488661101	0.00724539915277822
"SLC26A6"	0.554360064381865	0.000862968538417587	0.00725294058987607
"NR3C2"	-0.59338820127686	0.000863370284831889	0.00725294058987607
"IMP3"	-0.556669821919129	0.000864090836937617	0.00725369908265138
"IMPDH1"	0.596119448931411	0.00086478464676991	0.00725423214262019
"ATRN"	0.552205900765701	0.000866658641703986	0.007261796364671
"C4orf34"	-1.42680762570953	0.000866948319146577	0.007261796364671
"SMAGP"	-0.88557351241486	0.000868461297789188	0.00726917896454965
"CKAP4"	0.610554017263052	0.000870286999742302	0.0072772931155026
"CNOT6L"	0.589742795231386	0.000870695335828228	0.0072772931155026
"RPF1"	-0.585772668704091	0.000872298714702403	0.0072854034161901
"MAD2L1BP"	-0.655525427117406	0.000873928234308791	0.00729372012230593
"SERPINB8"	-0.622406602129685	0.000875355300515815	0.00730033634321487
"OSBPL8"	0.595293290279675	0.000876141880376505	0.00730160528693207
"TMEM192"	0.780782384035881	0.000879344605905465	0.00732299353789146
"CSE1L"	0.599393422418576	0.00088178195533564	0.00733798157914525
"BUB1"	0.814908854769904	0.000883962544464593	0.00735081280653396
"FAM76B"	0.57033116664905	0.000886578276162607	0.00736724142985952
"STK38L"	-0.585634206835909	0.000889606783477602	0.00738707393293197
"FLJ35776"	-0.796002893877465	0.000890350822761113	0.00738792185952246
"LOC100507588"	-0.72946769620557	0.000891205458644717	0.00738968560773922
"RTTN"	0.581576556860016	0.000892615240332943	0.00739604665298189
"SLC12A8"	0.672944099512905	0.000894975716560443	0.00740007449381659
"BEST3"	-1.63905002139374	0.000895141643742672	0.00740007449381659
"OTUD1"	-0.618568757775626	0.000895593740780155	0.00740007449381659
"CPEB3"	-0.611663762290295	0.000895673279162961	0.00740007449381659
"NUPL1"	-0.554603115926324	0.000897076898107811	0.00740635439047546
"FBLN1"	-0.867209229560056	0.000899414000137973	0.00741159036733494
"SNX8"	0.560609165488629	0.000899457305136187	0.00741159036733494
"PCBP3"	1.43505155868519	0.000899643039635668	0.00741159036733494
"PSD3"	0.577919616000086	0.000901578261830192	0.00741741981540388
"DNAJB14"	0.70872831947266	0.00090163961436702	0.00741741981540388
"DUSP10"	1.17713789011907	0.000907347150803499	0.00745904168471248
"LINC00094"	0.86410825134703	0.000910022101704815	0.00747215026528211
"ZNRD1"	-0.623435287864529	0.000910451510644171	0.00747215026528211
"ARHGAP33"	0.586206595037009	0.000910889462350404	0.00747215026528211
"PNP"	-0.618628324465027	0.000911962706716084	0.00747562591993975
"ECHDC3"	0.759435251514055	0.000914022699484911	0.00747796908400438
"SDHA"	0.638670320998572	0.000915412323390205	0.00747796908400438
"CPNE5"	-1.23600951329192	0.000915455517386364	0.00747796908400438
"ATRNL1"	0.921095716180495	0.000915543914175709	0.00747796908400438
"TOP2A"	0.581903311879909	0.00091611574383858	0.00747796908400438
"ELFN2"	0.55533418573455	0.000916147050868553	0.00747796908400438
"MARCH3"	0.722151736260949	0.000918844626377467	0.00749467243442826
"ELL3"	-0.61818843559842	0.000922161123155643	0.00751385616295356
"B9D1"	-0.77386979553836	0.000922714470877259	0.00751385616295356
"MYPN"	-2.37720113771558	0.000923155149397544	0.00751385616295356
"SLC29A1"	-0.653002407662673	0.000923858977766184	0.0075142706537887
"CANX"	0.593298159457456	0.000925223943325153	0.00752005816647541
"SAMD9"	-0.98718109649105	0.0009282328479505	0.00753227367383003
"DEPDC1"	0.575038171959801	0.000929019925060867	0.00753227367383003
"CYFIP2"	-0.95844996494996	0.000929273660716124	0.00753227367383003
"RNF20"	0.66891671569969	0.000929483227814692	0.00753227367383003
"CACHD1"	-1.08391050119307	0.000930970167974106	0.00753227367383003
"SGTB"	0.597552730436165	0.000931236934707009	0.00753227367383003
"MCM6"	0.616570470411443	0.000931308144744125	0.00753227367383003
"HLA-A"	0.699383816724742	0.000932518783623504	0.00753326258852577
"RAP1GAP"	1.96827222834925	0.000932739524602417	0.00753326258852577
"EEF1D"	0.581876702650222	0.000935662586413416	0.00755157132330435
"VRK3"	-0.585939501161103	0.000937863879616187	0.00755974918975932
"SMARCAD1"	0.577765530843974	0.0009379895597338	0.00755974918975932
"ARSK"	0.717634794635361	0.00093866803878144	0.00755992334383177
"FAM20C"	1.46769367874466	0.000942023831331766	0.0075816449474107
"CCDC75"	-0.578540469101954	0.000943398133341284	0.00758739980197403
"PRPF40A"	0.55717278185635	0.000944899315076122	0.00759416635280104
"PREB"	-0.550132922367015	0.000946346049178037	0.00760048616886952
"CDK8"	-0.553226340821919	0.000948787356135279	0.00761316382665369
"ZW10"	0.566260580578794	0.000949247553327661	0.00761316382665369
"ATP6V0A1"	-0.638820886647646	0.00095138210384171	0.00762496980021883
"CRELD1"	-0.95240538666146	0.000954070396377138	0.00764119428803374
"HCG18"	-0.888148853905874	0.000957464134679058	0.0076619790102451
"IFNGR2"	0.809494095226182	0.000957997028042636	0.0076619790102451
"IL17RD"	0.679894037444186	0.000959057248490448	0.0076625835232404
"PDCL3"	0.606462178995656	0.000959433013172799	0.0076625835232404
"SFPQ"	0.63304379257426	0.000960069983535725	0.0076625835232404
"STIM1"	0.609546792260939	0.000961782604281682	0.00767093277385854
"LOC389641"	-0.904287578491715	0.000963068669620804	0.00767587071929767
"SERBP1"	0.550666395652932	0.000964372059560302	0.00768083085621593
"ATP6V0A4"	0.93325064573507	0.000965025755329588	0.00768083085621593
"UBL7"	-0.73955419268419	0.000967354244249616	0.00768783328337332
"MAP1LC3B2"	-0.543675594818124	0.0009690007754738	0.00768783328337332
"ANKS6"	0.724870693348475	0.000969159313078687	0.00768783328337332
"HMGA1"	-1.14994226432625	0.000970240823376253	0.00768783328337332
"ZDHHC12"	0.554529814423807	0.000970316018862808	0.00768783328337332
"IQCE"	0.57711168949304	0.000971135108282273	0.00768783328337332
"MOXD1"	1.02966130116703	0.00097133395423988	0.00768783328337332
"AHDC1"	0.624976279507905	0.000971656894486661	0.00768783328337332
"ZNF514"	0.881897986795911	0.000971917406143729	0.00768783328337332
"NIPAL2"	0.679246612025381	0.000973132112104047	0.00769215486140486
"STX17"	0.623744956295356	0.000976032501193354	0.00770072246075126
"PHLDA3"	-0.61657463597088	0.000976637710182967	0.00770072246075126
"URM1"	0.585271864388724	0.000976857918840025	0.00770072246075126
"HAS2"	-1.37772775174547	0.000977820070408886	0.00770072246075126
"FAM126A"	0.563991615704741	0.000978554858373999	0.00770072246075126
"CSRNP2"	-0.60675391904318	0.000978825570655558	0.00770072246075126
"FPR1"	0.878325224049244	0.000978899727176913	0.00770072246075126
"CLPB"	-0.81274454094954	0.000982257275917862	0.00772185723260838
"PLEC"	0.849613812163955	0.000985289704604208	0.00773758728830644
"KANK1"	-0.6765647958312	0.000985602829494938	0.00773758728830644
"MFSD6"	0.87003027756197	0.000986476302825634	0.00773916548685768
"NYAP2"	-1.59356811553734	0.000991689548975924	0.00777476499943046
"PUM1"	0.565079683114255	0.000994171543374301	0.00778454599649464
"PRKDC"	0.723702993367538	0.000994937336279406	0.00778454599649464
"MALT1"	0.770940007705996	0.000994966301228918	0.00778454599649464
"GRK4"	-0.604973313859415	0.000996873741371019	0.00779260000799489
"ZNF439"	0.54893235140346	0.000997349883723735	0.00779260000799489
"ARHGEF35"	0.743323926680085	0.00099812848303484	0.00779339261278695
"ARHGEF12"	0.714780195031121	0.00100043898381566	0.00780181176581641
"STK3"	0.70433652780312	0.00100056253074507	0.00780181176581641
"BCL2L1"	-0.587103947669945	0.00100232377461368	0.00781025343400735
"CAMSAP3"	1.05692480016268	0.00100454290600325	0.00782224919160448
"COL6A2"	1.71361068446164	0.00100660038078834	0.00782995150986886
"PPARG"	-0.542088619797764	0.00100689271305986	0.00782995150986886
"UCA1"	2.62266770865459	0.00100845600508767	0.00783681307397295
"WDR5"	0.62440919343059	0.00101224252377242	0.00785603084241413
"WDSUB1"	0.66843203551662	0.00101229418188376	0.00785603084241413
"SEPHS2"	-0.5826540566677	0.00101321003123687	0.00785783979077167
"ANLN"	0.589074635699069	0.00101670966834987	0.00787967109295536
"SCAI"	0.63370760855224	0.00101939056025553	0.0078940993369549
"ACOT2"	-0.640461227853679	0.00101994315006099	0.0078940993369549
"MLL"	0.562852828126393	0.00102168386728817	0.0079022578149325
"PITPNM2"	1.03930315206238	0.00102574463881748	0.00792833784294852
"ZBTB7B"	-0.657112935595025	0.00102666805128266	0.00793014939745782
"SHMT1"	0.596559347582739	0.00102762540512185	0.00793222051478695
"ZNF620"	-0.784344929776935	0.00102844732552027	0.00793324414840001
"SLC2A4RG"	0.607396636717783	0.00103038740154747	0.00794288587033476
"SOD1"	0.562295066089082	0.00103260206745134	0.00795462998279614
"EXOC4"	0.753010065625235	0.0010346985677681	0.00796544870665086
"FKBP15"	0.537946223791606	0.00103596444231099	0.00796951971235306
"RBM12B"	0.70492765223162	0.00103681968470618	0.00796951971235306
"CD44"	0.788164176291474	0.00103730476401989	0.00796951971235306
"PRICKLE2"	0.858931638488896	0.00103818096655759	0.00797093044970737
"C5orf42"	0.692366186011949	0.0010390669994376	0.00797140470854778
"RGS2"	-1.5051410747889	0.00104098427578347	0.00797140470854778
"PFDN6"	-0.53789099685158	0.00104136474049911	0.00797140470854778
"QSOX1"	-0.657334287472338	0.00104161329980741	0.00797140470854778
"MYO1B"	0.660379079739037	0.00104218271082499	0.00797140470854778
"NDUFA12"	0.66912924210585	0.00104239847826609	0.00797140470854778
"WDR69"	-1.86051868181755	0.00104440265816913	0.00798035270588966
"P4HTM"	0.64392494325467	0.00104495538515733	0.00798035270588966
"ACSL1"	1.22771039849878	0.00105150841646143	0.00802507318637571
"PLXDC2"	-1.83187566899467	0.00105316132414475	0.00802842056558662
"H2AFV"	0.554808794231084	0.00105334217169483	0.00802842056558662
"TMPO"	0.622218041051541	0.00105437783699382	0.00803099571539502
"THBS1"	1.76953524312539	0.00105742427050139	0.00804078409846028
"PTGER4"	-0.799124779330406	0.00105798306437244	0.00804078409846028
"LUZP1"	-0.966443928917168	0.00105810894355766	0.00804078409846028
"HECA"	-0.740632356281	0.00105845754706467	0.00804078409846028
"EDIL3"	0.747326996664531	0.00105959187242931	0.00804409159616683
"RNF115"	-0.613496705179474	0.00106131987531552	0.00805189877719596
"CDC42"	-0.581680512218774	0.00106585513422246	0.00807777882105682
"DHX29"	0.53169112700278	0.00106613485352205	0.00807777882105682
"CCDC109B"	0.566573024264151	0.00106831223477164	0.00808462487646489
"NCBP1"	0.626570420666996	0.00106864385675535	0.00808462487646489
"C16orf87"	-0.553126475451555	0.00106914580432527	0.00808462487646489
"APOL1"	-0.599947304269094	0.00107056250372607	0.00808956390210258
"CHN1"	0.896706360349875	0.00107120474296675	0.00808956390210258
"SNRNP200"	0.546068827404821	0.0010724985675457	0.00809402361566126
"ZNF184"	-0.616969935123039	0.00107359410796428	0.00809698203706482
"FZD6"	0.61901121074932	0.0010752193904592	0.00810038193693993
"HARBI1"	-0.54571413571238	0.00107612276222409	0.00810038193693993
"ADIPOR1"	-0.621743474935935	0.00107615639773926	0.00810038193693993
"AFAP1"	0.644473117227117	0.00107696063812437	0.00810113724455773
"HLCS"	0.53363750120691	0.00108028848707618	0.00811793131833129
"MICAL2"	0.550470784713918	0.00108079608724431	0.00811793131833129
"SEMA4D"	0.661117938388025	0.00108130929802779	0.00811793131833129
"SLC25A19"	-1.3259425160675	0.0010826774311863	0.00812290388234884
"TMEM123"	0.651399616769906	0.00108848141296538	0.00816112871779712
"N4BP2"	-0.637067427781994	0.00109088080045896	0.00817379370604311
"ZYG11A"	1.20788349168088	0.00109278083257974	0.00818049398501215
"IKBKB"	-0.79646547972727	0.00109319660691187	0.00818049398501215
"PLSCR4"	0.853496442674994	0.00109763870247855	0.00819791849958736
"MPHOSPH9"	0.639882068958015	0.00109860198632832	0.00819791849958736
"MYLK"	0.621000819920046	0.00109895417202355	0.00819791849958736
"CCNB1"	0.669925262394139	0.00109896944174196	0.00819791849958736
"ANAPC1"	0.558201618318489	0.00109930995249904	0.00819791849958736
"CLEC2B"	-0.867382942212123	0.00109990547492814	0.00819791849958736
"USO1"	0.603365856745772	0.00110058212723571	0.00819791849958736
"CLP1"	-0.630777549364001	0.00110122356419863	0.00819791849958736
"ANP32B"	0.616406820742977	0.00110237870158078	0.00820121297769434
"MPV17"	-0.577587437403529	0.00110502157669457	0.00821556416419754
"GCNT2"	-0.654529031352954	0.00110974732726253	0.00824537249158453
"DHRS1"	-0.701297562073904	0.00111257149521419	0.00826102279898069
"ZNF670"	-0.56927189472322	0.00111471663758626	0.0082705823471731
"MEA1"	-0.534785414685564	0.00111529618583827	0.0082705823471731
"SF3B1"	0.53384391443082	0.00111895667529059	0.00829238401540209
"LAPTM4B"	0.740901147019624	0.00112240228038632	0.00830750004645534
"IFI6"	-0.72391246897836	0.00112244005319646	0.00830750004645534
"KCTD5"	-0.532625114496661	0.00112517783734285	0.00832241113751857
"TMEM238"	-1.15501117591798	0.00113412608495812	0.00838320944880093
"CELF2"	-0.566102740967945	0.00113774108221437	0.00840453280821896
"CCNO"	-0.577150127943785	0.00114132247821891	0.00842558075806381
"MGAT4B"	0.578182703303315	0.00114349455196202	0.00843365150718995
"SUSD1"	0.67171429557401	0.00114440523087436	0.00843365150718995
"HMGB2"	0.800153331364189	0.0011446140980303	0.00843365150718995
"ADD3"	0.77313429056671	0.00114667088032917	0.0084434006152965
"STMN1"	0.524605119708013	0.00114744493019114	0.00844369801890653
"LOH12CR1"	-0.59833639674226	0.00114835218178356	0.00844497460712267
"HSPE1"	0.623710113555601	0.00115745067511705	0.00850644943800902
"SLFN13"	0.660602038743439	0.00115888512561287	0.00851155642034369
"LRFN4"	1.30537098519703	0.00116561144922956	0.00855549883238711
"NLRP3"	-0.793285127053171	0.00116731163472034	0.00856251727469496
"IL1B"	-1.59323064679596	0.00116848418802599	0.00856565892993063
"GPSM1"	0.67780498748481	0.0011692550813312	0.00856585406177005
"DNAJC25"	0.729265464779244	0.00117171168446935	0.00857673820516295
"ARSD"	0.56681258437309	0.00117279020442727	0.00857673820516295
"MYH10"	1.23600133259248	0.00117297644755639	0.00857673820516295
"FAM55C"	0.706150082073377	0.00117551998043197	0.00858607132747321
"COL27A1"	1.06176659020398	0.00117637063598476	0.00858607132747321
"TMEM51"	-0.736652903332149	0.00117705692013084	0.00858607132747321
"DDA1"	-0.516864696173863	0.00117723699320121	0.00858607132747321
"TRIM32"	0.570596669677905	0.00117828506280376	0.00858827282318458
"CKAP2L"	0.528728888605839	0.00118063099350636	0.00859992538244604
"LOC389906"	0.69993312919328	0.00118274423746611	0.00860986934155439
"LOC643837"	-0.786753133323386	0.0011835906008986	0.00861058421349054
"PGM3"	-0.723291245581695	0.00118486060376345	0.00861437819880828
"C14orf79"	-0.60863368617833	0.00119108162449411	0.00865414041433251
"GPC6"	0.608355756923915	0.00119204631491567	0.00865568519770627
"CASP6"	0.648949311572571	0.00119582774121944	0.00867766801620081
"ORAI2"	0.755237392789	0.00119752654014355	0.00868012436886405
"PAPSS1"	0.59080932705706	0.00119767464573431	0.00868012436886405
"LAMA1"	-1.83891645424821	0.00119931452545173	0.00868147813956211
"LRP3"	0.73429165368148	0.00119937007923397	0.00868147813956211
"DOCK6"	-0.892100941795769	0.00120274075927737	0.00868715444460145
"FEZF1"	-0.79291960983044	0.00120285597434645	0.00868715444460145
"WDFY3"	0.603498357122361	0.00120301397267385	0.00868715444460145
"SNORA40"	0.880446893341559	0.00120317353242634	0.00868715444460145
"AGPAT9"	0.758565986776639	0.001207380040321	0.00870631676213517
"LOC493754"	-0.553767505315336	0.00120794428201284	0.00870631676213517
"AIP"	0.592942271882487	0.00120835659257861	0.00870631676213517
"CAV2"	0.568908279494879	0.00120885343521522	0.00870631676213517
"SLC17A9"	0.56082658231377	0.0012106488991855	0.0087137949848192
"UBE2D1"	-0.603292293317963	0.00121486460237672	0.00873453202884855
"R3HDM4"	-0.676445050972791	0.00121504785630259	0.00873453202884855
"UBE4A"	0.513120154903365	0.00121995912875388	0.00876122111187119
"ZNF860"	-0.682801900340394	0.0012202830343496	0.00876122111187119
"ETNK2"	0.555814074899799	0.00122206952815599	0.00876857743113918
"MAP4K2"	0.665920840407005	0.00122934538550381	0.00880527568673047
"XYLT2"	0.645942515288636	0.00122958774175196	0.00880527568673047
"ELMOD2"	0.637471438633009	0.00122963298392443	0.00880527568673047
"DOCK4"	-0.571661607706025	0.00123024444384939	0.00880527568673047
"SKIV2L"	-0.69369905219371	0.00123376839503223	0.00881979605564466
"PFN2"	-0.541659795565739	0.0012348274787766	0.00881979605564466
"AGPS"	0.657691774153027	0.00123532854124114	0.00881979605564466
"PIGK"	0.511807953261981	0.0012353385386827	0.00881979605564466
"C21orf2"	0.53932716196351	0.00124524776062062	0.00888093516725773
"ABCA2"	1.04115801857912	0.00124549652634738	0.00888093516725773
"BIN3"	-0.52691898298437	0.00124678604038423	0.00888093516725773
"NR2C1"	0.53573467216667	0.00124698855072452	0.00888093516725773
"LOX"	1.07623654356049	0.00124816062049839	0.00888378514614471
"RPL23AP82"	-0.653630720918709	0.00125235980472316	0.00890816377784846
"MORC4"	-0.523245579699023	0.00125364597799047	0.00891180454644369
"SIX4"	-0.509200948846239	0.00125517466414427	0.00891716370965209
"PLCB3"	0.519074079415442	0.00126116405324938	0.0089526581776211
"HIST1H2BK"	-0.770728935572424	0.00126172661083512	0.0089526581776211
"TRIM21"	-0.587337558327401	0.00126324755117939	0.0089579273361205
"WDR34"	0.539720734781172	0.00126544348925333	0.00896797359471462
"ZMYM6NB"	0.587123355596945	0.00126707466940629	0.0089740076124289
"FLOT2"	0.55444957936863	0.00126927081256415	0.00898403307613824
"ZNF362"	0.80166068275116	0.00127294483395295	0.00899900227876487
"SH3RF3"	0.728243217090744	0.00127294949255619	0.00899900227876487
"PTN"	1.0763901155695	0.00127515028559315	0.00900847577674436
"SDHD"	0.546024250073194	0.00127585502789932	0.00900847577674436
"TRNP1"	-2.3892996944291	0.0012781028673142	0.00901881416304055
"ATP5B"	0.514559583130994	0.00128029028120726	0.00902871375393035
"RNF144A"	-1.92651202247533	0.00128192544654657	0.00903470910245224
"HSPD1"	0.719138999407244	0.00128308386804495	0.00903733919053199
"CLIP2"	-0.525957067705805	0.00128616533461667	0.00905350265205094
"CLCN5"	-0.63578344601072	0.00128753232478677	0.0090575852848233
"NPB"	0.875313789313771	0.0012890946144353	0.00906303599116428
"USP49"	-1.04228551051475	0.00129060751377003	0.00906813301341835
"ZBTB4"	0.523480024036313	0.00129166515791942	0.00907002703019808
"ZNF678"	-0.822245611898799	0.00129611124851272	0.00909569777995906
"C20orf3"	0.592778860120461	0.00129888527805113	0.00910958688729346
"ASS1"	1.52353325095805	0.00129987840791448	0.00910958688729346
"MED14"	0.580802924312998	0.00130046496270946	0.00910958688729346
"BEND6"	0.74857330928479	0.00130155528339186	0.00911167868403705
"RGAG4"	-0.5684525379486	0.00130268799353522	0.0091140645091774
"DEDD"	-0.51837501391073	0.00130783201878905	0.00914380529155832
"IL15"	0.53763312155496	0.00131027815752323	0.00914380529155832
"TRIM47"	0.576169233869609	0.00131029913882495	0.00914380529155832
"LY86-AS1"	-0.664852085106558	0.00131153317427312	0.00914380529155832
"SH3GLB2"	0.632796693085923	0.00131164702876143	0.00914380529155832
"KIF20A"	0.531296848834113	0.00131170584206819	0.00914380529155832
"ALG9"	0.609778458935585	0.00131388812502414	0.00915347362645451
"CPD"	0.799427955754934	0.0013169918061925	0.00916954549151207
"PQLC2"	-0.524866528224485	0.0013185817556939	0.00917506494938398
"DNASE1L1"	-0.794299883303325	0.00131983692878221	0.00917824967574288
"PPA2"	0.724219929474207	0.00132240041690959	0.00918706786408693
"CAND1"	0.512703998881211	0.00132270149020697	0.00918706786408693
"SUN2"	0.630821315535954	0.00132354749843864	0.00918739937245492
"B3GNT2"	-0.564256107588245	0.00132446162463165	0.0091882030367002
"RHOQ"	-0.604409860613011	0.00132592749353336	0.00919283103799725
"XKR9"	0.675774453271786	0.00133062607538106	0.00921732600366357
"ILDR2"	0.790248875128205	0.00133130617220286	0.00921732600366357
"RFT1"	0.518981623878411	0.00133213669850121	0.00921732600366357
"C10orf116"	1.28265541699564	0.00133266404293129	0.00921732600366357
"RMI1"	0.57164613749421	0.0013363847934824	0.00923664057271813
"CD99L2"	-0.55118158971991	0.00133740614275156	0.00923664057271813
"BAZ2B"	0.632235708107	0.00133786426576776	0.00923664057271813
"SPRY1"	-1.66015623312403	0.00134298785404794	0.00926309732621026
"RCBTB2"	-0.55621674460863	0.0013445727571825	0.00926309732621026
"LOC100499467"	-0.780237310818885	0.00134491539535943	0.00926309732621026
"TINF2"	-0.513557965459995	0.00134544840593196	0.00926309732621026
"BCAM"	0.91105099928399	0.00134624823208715	0.00926309732621026
"TAF8"	-0.557838810144313	0.00134724731697037	0.00926309732621026
"TUBB3"	-0.978091719256481	0.00134786933739174	0.00926309732621026
"RNF213"	0.613935755337601	0.00134813520039988	0.00926309732621026
"SPG21"	-0.521606807452146	0.00135117752587447	0.00927846190053056
"TGM2"	0.804966698559154	0.00135453604042203	0.00928392383286252
"PRPF4"	0.534290073614261	0.00135487664548635	0.00928392383286252
"PARD6A"	-1.04463248055793	0.00135567700447189	0.00928392383286252
"CCDC88A"	-0.530062207659615	0.00135594655133094	0.00928392383286252
"PSORS1C1"	-1.27342887193938	0.00135637770221061	0.00928392383286252
"RHOBTB1"	-0.532228498965405	0.00135688907877132	0.00928392383286252
"WDR26"	-0.619226457397548	0.00135761958560323	0.00928392383286252
"STK33"	0.711433036173625	0.00135885223321628	0.0092868351259419
"PHGDH"	-5.60613271395331	0.00135991799609989	0.0092886030962099
"PCGF3"	-0.57340344903046	0.00136328192725974	0.00930605676205953
"TTC26"	0.524609781061141	0.00136460560133812	0.009309287290592
"ASTE1"	-0.558378869439454	0.0013656416740132	0.009309287290592
"CCM2"	0.546201138378315	0.00136618179110347	0.009309287290592
"RPS6KA2"	0.62717170747573	0.00136713099798601	0.00931024299161006
"SH3BP5L"	-0.552625158167761	0.0013689777890302	0.0093173065487573
"ZSCAN16"	-0.699989617023615	0.00137367795747922	0.00934377045663613
"ARHGAP18"	0.500552777446791	0.00137680522023249	0.009359510501864
"TBL1X"	0.52390380850556	0.00137804225551566	0.00936238979854173
"SPIRE1"	-0.531978718095653	0.00137930423358622	0.00936543505860993
"ODF2L"	-0.509334700149175	0.00138137045667632	0.00937393430771682
"LARP1"	0.623338842633723	0.00138432210128909	0.00938842844062238
"CREB3"	-0.529790539943755	0.00138822889227998	0.00940429889711856
"TMEM165"	0.508650954605801	0.00138879353652719	0.00940429889711856
"NUDT19"	0.704312628067959	0.00138911357416818	0.00940429889711856
"SLC40A1"	1.35977319946473	0.00139210703729922	0.00941012025469361
"ATP9B"	0.74508900875053	0.00139317390753577	0.00941012025469361
"GLE1"	0.53733086042921	0.00139320639989551	0.00941012025469361
"TLN2"	0.698050920303415	0.00139342110954536	0.00941012025469361
"USP25"	-0.523082631655995	0.00139406160693827	0.00941012025469361
"SLC25A35"	-0.666951389476485	0.00139637565537242	0.0094202153679257
"COPS4"	0.555166741299179	0.00140193510874387	0.00945217994524498
"CDH2"	-1.630807185422	0.00140333757218677	0.00945472718452434
"STRADB"	0.574554742858898	0.0014039559265229	0.00945472718452434
"GOLGA1"	0.504259344125695	0.00140555047511406	0.0094576218448746
"PCLO"	1.39511051015467	0.00140602927939703	0.0094576218448746
"FBXO21"	0.525746887050563	0.00140781269567372	0.00946408663230656
"A4GALT"	0.683757813332734	0.00140995155274204	0.00947293194425463
"CERCAM"	1.23759828066797	0.00141253666339117	0.00948476339496439
"RECK"	0.75344068989124	0.00141494103431602	0.00949536814224086
"RGL1"	-0.84707851570336	0.00141828849287252	0.0095122857019055
"C6orf120"	-0.520327319469243	0.00142249583087383	0.00953494730199587
"GPANK1"	-0.5093579539823	0.00142489562298953	0.00954547364667435
"COMMD10"	0.716200582229709	0.00142788103493764	0.00955410709009069
"SPICE1"	-0.844609384965665	0.00142831768331465	0.00955410709009069
"MRS2"	-0.511271318000166	0.00142867480250639	0.00955410709009069
"C2orf56"	-0.524773029672201	0.00143010508631755	0.00955811814078321
"PRMT2"	0.516230950729677	0.00143224276745055	0.00956684968693466
"ALAD"	0.810718760170169	0.00143650692217445	0.00958976691839078
"ADAM1"	1.00991171799959	0.00143785814954238	0.00959322286555551
"REP15"	1.37858803348841	0.00143879531891534	0.00959391386175937
"NACC2"	0.575405616062609	0.00144125510744426	0.00960475103160159
"TP53BP2"	-0.617522295069565	0.00144212805577559	0.0096050068251859
"P2RY6"	-1.75422327137434	0.00144395384219377	0.00961160484083753
"LMNB1"	0.510257496199259	0.00144776345057523	0.00963139280501176
"CHAMP1"	-0.52309296141194	0.00145021127255811	0.00963830211814567
"UBAC1"	0.518927360471803	0.00145066981054914	0.00963830211814567
"PDXP"	-0.497080541087294	0.00145153249992594	0.00963830211814567
"MARCH7"	0.5796356090463	0.00145228444002597	0.00963830211814567
"KLHDC3"	-0.538018332949094	0.00145378623062654	0.00963830211814567
"VSIG10"	0.515746075084019	0.00145382678574167	0.00963830211814567
"RNF25"	-0.515893855607345	0.00145584130557089	0.00964610108567381
"RALGDS"	0.612559297390161	0.00145702991560941	0.00964842192102917
"DLAT"	0.54366500013388	0.00145929879650071	0.00965788950484573
"REXO2"	0.639618048552365	0.00146447545517272	0.00968657931815102
"C22orf25"	-0.499207120653359	0.00146535945022541	0.0096868592261024
"NNMT"	1.26812244723316	0.001469951188273	0.00971163503205162
"TRIM2"	1.11994040659982	0.00147325423626972	0.00972787321011374
"PDE10A"	0.51805376151317	0.00147677735456325	0.00974554505370899
"CHEK1"	0.497913940941837	0.00147811267570904	0.0097487672118827
"PRUNE"	-0.707263165080775	0.00148635989974867	0.00979754644112685
"HADH"	1.14204472473451	0.00149080746656479	0.00982123819845116
"SLC9A7"	0.491327816484219	0.00149237841239807	0.00982596289947906
"LPP"	0.551463997977232	0.00149341766654587	0.00982718349015233
"TARS"	0.841580963663096	0.00149587225278383	0.00983290721132299
"DDB2"	-0.515247235955461	0.00149599622269759	0.00983290721132299
"TRAF2"	0.645056739742595	0.00149923404873508	0.00984727332177023
"DGKA"	-0.800862058570855	0.00150005261084054	0.00984727332177023
"MBD5"	0.546552550641219	0.00150089913774271	0.00984727332177023
"RSC1A1"	-0.49462930423901	0.00150160436872941	0.00984727332177023
"IMPA2"	0.63929646689564	0.00150310996570169	0.00985153336859954
"FAM107B"	-0.565174205462186	0.00150453068297091	0.00985523257274456
